state,placefp,county,stab,cntyname,placenm,pop10,afact
FIPS state,placefp,county,State Postal Code,cntyname,Place Name,"Total Pop, 2010 census",placefp to county alloc factor
35,39520,051,NM,Sierra NM,"Las Palomas CDP, NM",173,1
35,39940,047,NM,San Miguel NM,"Las Vegas city, NM",13753,1
35,40220,013,NM,Dona Ana NM,"La Union CDP, NM",1106,1
35,40360,039,NM,Rio Arriba NM,"La Villita CDP, NM",957,1
35,40525,045,NM,San Juan NM,"Lee Acres CDP, NM",5858,1
35,40570,053,NM,Socorro NM,"Lemitar CDP, NM",330,1
35,41420,015,NM,Eddy NM,"Livingston Wheeler CDP, NM",609,1
35,41620,019,NM,Guadalupe NM,"Llano del Medio CDP, NM",118,1
35,41970,015,NM,Eddy NM,"Loco Hills CDP, NM",126,1
35,42040,037,NM,Quay NM,"Logan village, NM",1042,1
35,42180,023,NM,Hidalgo NM,"Lordsburg city, NM",2797,1
35,42320,028,NM,Los Alamos NM,"Los Alamos CDP, NM",12019,1
35,42600,049,NM,Santa Fe NM,"Los Cerrillos CDP, NM",321,1
35,42740,061,NM,Valencia NM,"Los Chaves CDP, NM",5446,1
35,43300,039,NM,Rio Arriba NM,"Los Luceros CDP, NM",906,1
35,43370,061,NM,Valencia NM,"Los Lunas village, NM",14835,1
35,43510,039,NM,Rio Arriba NM,"Los Ojos CDP, NM",125,1
35,43930,001,NM,Bernalillo NM,"Los Ranchos de Albuquerque village, NM",6024,1
35,44420,015,NM,Eddy NM,"Loving village, NM",1413,1
35,44490,025,NM,Lea NM,"Lovington city, NM",11009,1
35,44595,003,NM,Catron NM,"Lower Frisco CDP, NM",31,1
35,45190,053,NM,Socorro NM,"Luis Lopez CDP, NM",107,1
35,45260,039,NM,Rio Arriba NM,"Lumberton CDP, NM",73,1
35,45330,003,NM,Catron NM,"Luna CDP, NM",158,1
35,45400,039,NM,Rio Arriba NM,"Lyden CDP, NM",245,1
35,45690,006,NM,Cibola NM,"McCartys Village CDP, NM",48,1
35,46030,057,NM,Torrance NM,"McIntosh CDP, NM",1484,1
35,46100,049,NM,Santa Fe NM,"Madrid CDP, NM",204,1
35,46170,061,NM,Valencia NM,"Madrone CDP, NM",707,1
35,46310,053,NM,Socorro NM,"Magdalena village, NM",938,1
35,46380,015,NM,Eddy NM,"Malaga CDP, NM",147,1
35,46730,057,NM,Torrance NM,"Manzano CDP, NM",29,1
35,46770,001,NM,Bernalillo NM,"Manzano Springs CDP, NM",35,0.255
35,46770,057,NM,Torrance NM,"Manzano Springs CDP, NM",102,0.745
35,47080,007,NM,Colfax NM,"Maxwell village, NM",254,1
35,47150,035,NM,Otero NM,"Mayhill CDP, NM",75,1
35,47220,061,NM,Valencia NM,"Meadow Lake CDP, NM",4708,1
35,47570,009,NM,Curry NM,"Melrose village, NM",651,1
35,47920,035,NM,Otero NM,"Mescalero CDP, NM",1338,1
35,48060,013,NM,Dona Ana NM,"Mesilla town, NM",2196,1
35,48200,006,NM,Cibola NM,"Mesita CDP, NM",804,1
35,48270,013,NM,Dona Ana NM,"Mesquite CDP, NM",1112,1
35,48425,003,NM,Catron NM,"Middle Frisco CDP, NM",77,1
35,48480,005,NM,Chaves NM,"Midway CDP, NM",971,1
35,48620,006,NM,Cibola NM,"Milan village, NM",3245,1
35,48830,017,NM,Grant NM,"Mimbres CDP, NM",667,1
35,49515,061,NM,Valencia NM,"Monterey Park CDP, NM",1567,1
35,49950,025,NM,Lea NM,"Monument CDP, NM",206,1
35,50020,006,NM,Cibola NM,"Moquino CDP, NM",37,1
35,50090,033,NM,Mora NM,"Mora CDP, NM",656,1
35,50160,057,NM,Torrance NM,"Moriarty city, NM",1910,1
35,50195,015,NM,Eddy NM,"Morningside CDP, NM",367,1
35,50300,021,NM,Harding NM,"Mosquero village, NM",93,1
35,50370,057,NM,Torrance NM,"Mountainair town, NM",928,1
35,50515,029,NM,Luna NM,"Mountain View CDP, NM",122,1
35,50720,025,NM,Lea NM,"Nadine CDP, NM",376,1
35,50790,045,NM,San Juan NM,"Nageezi CDP, NM",286,1
35,50860,031,NM,McKinley NM,"Nakaibito CDP, NM",466,1
35,50930,049,NM,Santa Fe NM,"Nambe CDP, NM",1818,1
35,51035,045,NM,San Juan NM,"Napi Headquarters CDP, NM",727,1
35,51140,037,NM,Quay NM,"Nara Visa CDP, NM",95,1
35,51280,045,NM,San Juan NM,"Naschitti CDP, NM",301,1
35,51420,031,NM,McKinley NM,"Navajo CDP, NM",1645,1
35,51490,045,NM,San Juan NM,"Navajo Dam CDP, NM",281,1
35,51715,045,NM,San Juan NM,"Nenahnezad CDP, NM",688,1
35,51770,045,NM,San Juan NM,"Newcomb CDP, NM",339,1
35,51840,019,NM,Guadalupe NM,"Newkirk CDP, NM",7,1
35,52190,027,NM,Lincoln NM,"Nogal CDP, NM",96,1
35,52300,006,NM,Cibola NM,"North Acomita Village CDP, NM",303,1
35,52500,025,NM,Lea NM,"North Hobbs CDP, NM",5391,1
35,52540,017,NM,Grant NM,"North Hurley CDP, NM",300,1
35,52560,045,NM,San Juan NM,"North Light Plant CDP, NM",414,1
35,52680,047,NM,San Miguel NM,"North San Ysidro CDP, NM",159,1
35,52750,001,NM,Bernalillo NM,"North Valley CDP, NM",11333,1
35,53010,051,NM,Sierra NM,"Oasis CDP, NM",149,1
35,53150,039,NM,Rio Arriba NM,"Ohkay Owingeh CDP, NM",1143,1
35,53485,045,NM,San Juan NM,"Ojo Amarillo CDP, NM",766,1
35,54430,013,NM,Dona Ana NM,"Organ CDP, NM",323,1
35,54500,035,NM,Otero NM,"Orogrande CDP, NM",52,1
35,54710,006,NM,Cibola NM,"Paguate CDP, NM",421,1
35,54940,001,NM,Bernalillo NM,"Pajarito Mesa CDP, NM",579,1
35,55270,001,NM,Bernalillo NM,"Paradise Hills CDP, NM",4256,1
35,55340,006,NM,Cibola NM,"Paraje CDP, NM",777,1
35,55550,019,NM,Guadalupe NM,"Pastura CDP, NM",23,1
35,55595,049,NM,Santa Fe NM,"Peak Place CDP, NM",377,1
35,55605,029,NM,Luna NM,"Pecan Park CDP, NM",75,1
35,55620,047,NM,San Miguel NM,"Pecos village, NM",1392,1
35,55830,043,NM,Sandoval NM,"Peña Blanca CDP, NM",709,1
35,55900,055,NM,Taos NM,"Peñasco CDP, NM",589,1
35,56180,061,NM,Valencia NM,"Peralta town, NM",3660,1
35,56810,055,NM,Taos NM,"Picuris Pueblo CDP, NM",68,1
35,56950,003,NM,Catron NM,"Pie Town CDP, NM",186,1
35,57190,006,NM,Cibola NM,"Pinehill CDP, NM",88,1
35,57440,035,NM,Otero NM,"Pinon CDP, NM",25,1
35,57510,017,NM,Grant NM,"Pinos Altos CDP, NM",198,1
35,57990,013,NM,Dona Ana NM,"Placitas CDP, NM",576,1
35,58070,043,NM,Sandoval NM,"Placitas CDP, NM",4977,1
35,58210,023,NM,Hidalgo NM,"Playas CDP, NM",74,1
35,58420,003,NM,Catron NM,"Pleasanton CDP, NM",106,1
35,58630,049,NM,Santa Fe NM,"Pojoaque CDP, NM",1907,1
35,58910,053,NM,Socorro NM,"Polvadera CDP, NM",269,1
35,58980,043,NM,Sandoval NM,"Ponderosa CDP, NM",387,1
35,59120,001,NM,Bernalillo NM,"Ponderosa Pine CDP, NM",1195,1
35,59260,041,NM,Roosevelt NM,"Portales city, NM",12280,1
35,59750,039,NM,Rio Arriba NM,"Pueblito CDP, NM",91,1
35,59820,061,NM,Valencia NM,"Pueblitos CDP, NM",794,1
35,59860,047,NM,San Miguel NM,"Pueblo CDP, NM",125,1
35,59950,043,NM,Sandoval NM,"Pueblo of Sandia Village CDP, NM",369,1
35,60000,031,NM,McKinley NM,"Pueblo Pintado CDP, NM",192,1
35,60170,019,NM,Guadalupe NM,"Puerto de Luna CDP, NM",141,1
35,60205,029,NM,Luna NM,"Pulpotio Bareas CDP, NM",120,1
35,60730,003,NM,Catron NM,"Quemado CDP, NM",228,1
35,60870,055,NM,Taos NM,"Questa village, NM",1770,1
35,61010,013,NM,Dona Ana NM,"Radium Springs CDP, NM",1699,1
35,61220,031,NM,McKinley NM,"Ramah CDP, NM",370,1
35,61675,003,NM,Catron NM,"Rancho Grande CDP, NM",142,1
35,61710,055,NM,Taos NM,"Ranchos de Taos CDP, NM",2518,1
35,62060,007,NM,Colfax NM,"Raton city, NM",6885,1
35,62200,055,NM,Taos NM,"Red River town, NM",477,1
35,62340,043,NM,Sandoval NM,"Regina CDP, NM",105,1
35,62620,003,NM,Catron NM,"Reserve village, NM",289,1
35,62760,047,NM,San Miguel NM,"Ribera CDP, NM",416,1
35,62900,013,NM,Dona Ana NM,"Rincon CDP, NM",271,1
35,63145,061,NM,Valencia NM,"Rio Communities CDP, NM",4723,1
35,63168,049,NM,Santa Fe NM,"Rio en Medio CDP, NM",143,1
35,63250,055,NM,Taos NM,"Rio Lucio CDP, NM",389,1
35,63460,001,NM,Bernalillo NM,"Rio Rancho city, NM",130,0.001
35,63460,043,NM,Sandoval NM,"Rio Rancho city, NM",87391,0.999
35,63660,003,NM,Catron NM,"Rivers CDP, NM",28,1
35,64230,031,NM,McKinley NM,"Rock Springs CDP, NM",567,1
35,64370,023,NM,Hidalgo NM,"Rodeo CDP, NM",101,1
35,64440,013,NM,Dona Ana NM,"Rodey CDP, NM",388,1
35,64900,017,NM,Grant NM,"Rosedale CDP, NM",394,1
35,64930,005,NM,Chaves NM,"Roswell city, NM",48366,1
35,65000,047,NM,San Miguel NM,"Rowe CDP, NM",415,1
35,65070,021,NM,Harding NM,"Roy village, NM",234,1
35,65210,027,NM,Lincoln NM,"Ruidoso village, NM",8029,1
35,65280,027,NM,Lincoln NM,"Ruidoso Downs city, NM",2815,1
35,65560,035,NM,Otero NM,"Sacramento CDP, NM",58,1
35,65840,013,NM,Dona Ana NM,"Salem CDP, NM",942,1
35,65910,053,NM,Socorro NM,"San Acacia CDP, NM",44,1
35,66120,053,NM,Socorro NM,"San Antonio CDP, NM",165,1
35,66330,001,NM,Bernalillo NM,"San Antonito CDP, NM",985,1
35,66400,053,NM,Socorro NM,"San Antonito CDP, NM",94,1
35,66540,055,NM,Taos NM,"San Cristobal CDP, NM",273,1
35,66765,001,NM,Bernalillo NM,"Sandia Heights CDP, NM",3193,1
35,66890,001,NM,Bernalillo NM,"Sandia Knolls CDP, NM",1208,1
35,66960,001,NM,Bernalillo NM,"Sandia Park CDP, NM",237,1
35,67450,043,NM,Sandoval NM,"San Felipe Pueblo CDP, NM",2404,1
35,67520,006,NM,Cibola NM,"San Fidel CDP, NM",138,1
35,68010,049,NM,Santa Fe NM,"San Ildefonso Pueblo CDP, NM",524,1
35,68150,037,NM,Quay NM,"San Jon village, NM",216,1
35,68430,039,NM,Rio Arriba NM,"San Jose CDP, NM",695,1
35,68500,047,NM,San Miguel NM,"San Jose CDP, NM",137,1
35,68920,017,NM,Grant NM,"San Lorenzo CDP, NM",97,1
35,69060,043,NM,Sandoval NM,"San Luis CDP, NM",59,1
35,69270,006,NM,Cibola NM,"San Mateo CDP, NM",161,1
35,69410,013,NM,Dona Ana NM,"San Miguel CDP, NM",1153,1
35,69620,045,NM,San Juan NM,"Sanostee CDP, NM",371,1
35,69645,013,NM,Dona Ana NM,"San Pablo CDP, NM",806,1
35,69825,049,NM,Santa Fe NM,"San Pedro CDP, NM",184,1
35,69875,006,NM,Cibola NM,"San Rafael CDP, NM",933,1
35,70250,043,NM,Sandoval NM,"Santa Ana Pueblo CDP, NM",610,1
35,70270,017,NM,Grant NM,"Santa Clara village, NM",1686,1
35,70390,039,NM,Rio Arriba NM,"Santa Clara Pueblo CDP, NM",1018,1
35,70460,049,NM,Santa Fe NM,"Santa Cruz CDP, NM",368,1
35,70500,049,NM,Santa Fe NM,"Santa Fe city, NM",67947,1
35,70670,019,NM,Guadalupe NM,"Santa Rosa city, NM",2848,1
35,70700,013,NM,Dona Ana NM,"Santa Teresa CDP, NM",4258,1
35,70810,043,NM,Sandoval NM,"Santo Domingo Pueblo CDP, NM",2456,1
35,71015,013,NM,Dona Ana NM,"San Ysidro CDP, NM",2090,1
35,71020,043,NM,Sandoval NM,"San Ysidro village, NM",193,1
35,71145,061,NM,Valencia NM,"Sausal CDP, NM",1056,1
35,71440,006,NM,Cibola NM,"Seama CDP, NM",465,1
35,71510,006,NM,Cibola NM,"Seboyeta CDP, NM",179,1
35,71700,001,NM,Bernalillo NM,"Sedillo CDP, NM",802,1
35,71790,047,NM,San Miguel NM,"Sena CDP, NM",129,1
35,72600,045,NM,San Juan NM,"Sheep Springs CDP, NM",245,1
35,72770,045,NM,San Juan NM,"Shiprock CDP, NM",8295,1
35,73260,017,NM,Grant NM,"Silver City town, NM",10315,1
35,73440,006,NM,Cibola NM,"Skyline-Ganipa CDP, NM",1224,1
35,73540,053,NM,Socorro NM,"Socorro city, NM",9051,1
35,73680,047,NM,San Miguel NM,"Soham CDP, NM",210,1
35,73890,049,NM,Santa Fe NM,"Sombrillo CDP, NM",351,1
35,73925,006,NM,Cibola NM,"South Acomita Village CDP, NM",105,1
35,74520,001,NM,Bernalillo NM,"South Valley CDP, NM",40976,1
35,74660,045,NM,San Juan NM,"Spencerville CDP, NM",1258,1
35,74800,007,NM,Colfax NM,"Springer town, NM",1047,1
35,75640,013,NM,Dona Ana NM,"Sunland Park city, NM",14106,1
35,75710,029,NM,Luna NM,"Sunshine CDP, NM",420,1
35,76060,057,NM,Torrance NM,"Tajique CDP, NM",130,1
35,76130,055,NM,Taos NM,"Talpa CDP, NM",778,1
35,76200,055,NM,Taos NM,"Taos town, NM",5716,1
35,76410,055,NM,Taos NM,"Taos Pueblo CDP, NM",1135,1
35,76480,055,NM,Taos NM,"Taos Ski Valley village, NM",69,1
35,76620,025,NM,Lea NM,"Tatum town, NM",798,1
35,76760,047,NM,San Miguel NM,"Tecolote CDP, NM",298,1
35,76830,047,NM,San Miguel NM,"Tecolotito CDP, NM",232,1
35,77040,049,NM,Santa Fe NM,"Tesuque CDP, NM",925,1
35,77100,049,NM,Santa Fe NM,"Tesuque Pueblo CDP, NM",233,1
35,77250,009,NM,Curry NM,"Texico city, NM",1130,1
35,77530,031,NM,McKinley NM,"Thoreau CDP, NM",1865,1
35,77670,039,NM,Rio Arriba NM,"Tierra Amarilla CDP, NM",382,1
35,77880,001,NM,Bernalillo NM,"Tijeras village, NM",541,1
35,77950,035,NM,Otero NM,"Timberon CDP, NM",348,1
35,78440,031,NM,McKinley NM,"Tohatchi CDP, NM",808,1
35,78650,061,NM,Valencia NM,"Tome CDP, NM",1867,1
35,79070,043,NM,Sandoval NM,"Torreon CDP, NM",326,1
35,79140,057,NM,Torrance NM,"Torreon CDP, NM",237,1
35,79680,017,NM,Grant NM,"Trout Valley CDP, NM",16,1
35,79700,039,NM,Rio Arriba NM,"Truchas CDP, NM",560,1
35,79840,051,NM,Sierra NM,"Truth or Consequences city, NM",6475,1
35,79885,031,NM,McKinley NM,"Tse Bonito CDP, NM",299,1
35,79910,037,NM,Quay NM,"Tucumcari city, NM",5363,1
35,79980,035,NM,Otero NM,"Tularosa village, NM",2842,1
35,80470,035,NM,Otero NM,"Twin Forks CDP, NM",196,1
35,80540,031,NM,McKinley NM,"Twin Lakes CDP, NM",1052,1
35,80820,017,NM,Grant NM,"Tyrone CDP, NM",637,1
35,81030,013,NM,Dona Ana NM,"University Park CDP, NM",4192,1
35,81177,045,NM,San Juan NM,"Upper Fruitland CDP, NM",1662,1
35,81450,007,NM,Colfax NM,"Ute Park CDP, NM",71,1
35,81520,055,NM,Taos NM,"Vadito CDP, NM",270,1
35,81590,013,NM,Dona Ana NM,"Vado CDP, NM",3194,1
35,81800,061,NM,Valencia NM,"Valencia CDP, NM",2192,1
35,82570,019,NM,Guadalupe NM,"Vaughn town, NM",446,1
35,82640,053,NM,Socorro NM,"Veguita CDP, NM",232,1
35,82710,039,NM,Rio Arriba NM,"Velarde CDP, NM",502,1
35,82800,029,NM,Luna NM,"Ventura CDP, NM",468,1
35,83130,047,NM,San Miguel NM,"Villanueva CDP, NM",229,1
35,83200,023,NM,Hidalgo NM,"Virden village, NM",152,1
35,83340,033,NM,Mora NM,"Wagon Mound village, NM",314,1
35,83760,045,NM,San Juan NM,"Waterflow CDP, NM",1670,1
35,83830,033,NM,Mora NM,"Watrous CDP, NM",135,1
35,83970,035,NM,Otero NM,"Weed CDP, NM",63,1
35,84200,045,NM,San Juan NM,"West Hammond CDP, NM",2790,1
35,84740,028,NM,Los Alamos NM,"White Rock CDP, NM",5725,1
35,84845,013,NM,Dona Ana NM,"White Sands CDP, NM",1651,1
35,84950,015,NM,Eddy NM,"Whites City CDP, NM",7,1
35,84975,017,NM,Grant NM,"White Signal CDP, NM",181,1
35,85160,057,NM,Torrance NM,"Willard village, NM",253,1
35,85300,051,NM,Sierra NM,"Williamsburg village, NM",449,1
35,85485,023,NM,Hidalgo NM,"Windmill CDP, NM",43,1
35,85720,051,NM,Sierra NM,"Winston CDP, NM",61,1
35,85860,031,NM,McKinley NM,"Yah-ta-hey CDP, NM",590,1
35,86175,045,NM,San Juan NM,"Young Place CDP, NM",187,1
35,86210,039,NM,Rio Arriba NM,"Youngsville CDP, NM",56,1
35,86420,043,NM,Sandoval NM,"Zia Pueblo CDP, NM",737,1
35,86595,031,NM,McKinley NM,"Zuni Pueblo CDP, NM",6302,1
35,99999,001,NM,Bernalillo NM, ,41755,0.114
35,99999,003,NM,Catron NM, ,1884,0.005
35,99999,005,NM,Chaves NM, ,13349,0.036
35,99999,006,NM,Cibola NM, ,5877,0.016
35,99999,007,NM,Colfax NM, ,2966,0.008
35,99999,009,NM,Curry NM, ,6468,0.018
35,99999,011,NM,DeBaca NM, ,848,0.002
35,99999,013,NM,Dona Ana NM, ,48319,0.132
35,99999,015,NM,Eddy NM, ,10774,0.029
35,99999,017,NM,Grant NM, ,8696,0.024
35,99999,019,NM,Guadalupe NM, ,916,0.003
35,99999,021,NM,Harding NM, ,368,0.001
35,99999,023,NM,Hidalgo NM, ,894,0.002
35,99999,025,NM,Lea NM, ,7856,0.021
35,99999,027,NM,Lincoln NM, ,6900,0.019
35,99999,028,NM,Los Alamos NM, ,206,0.001
35,99999,029,NM,Luna NM, ,5310,0.015
35,99999,031,NM,McKinley NM, ,30579,0.084
35,99999,033,NM,Mora NM, ,3776,0.01
35,99999,035,NM,Otero NM, ,12715,0.035
35,99999,037,NM,Quay NM, ,2257,0.006
35,99999,039,NM,Rio Arriba NM, ,11406,0.031
35,99999,041,NM,Roosevelt NM, ,6999,0.019
35,99999,043,NM,Sandoval NM, ,8807,0.024
35,99999,045,NM,San Juan NM, ,30700,0.084
35,99999,047,NM,San Miguel NM, ,10955,0.03
35,99999,049,NM,Santa Fe NM, ,40189,0.11
35,99999,051,NM,Sierra NM, ,2640,0.007
35,99999,053,NM,Socorro NM, ,5014,0.014
35,99999,055,NM,Taos NM, ,16111,0.044
35,99999,057,NM,Torrance NM, ,8646,0.024
35,99999,059,NM,Union NM, ,1266,0.003
35,99999,061,NM,Valencia NM, ,10302,0.028
36,00155,111,NY,Ulster NY,"Accord CDP, NY",562,1
36,00199,045,NY,Jefferson NY,"Adams village, NY",1775,1
36,00232,045,NY,Jefferson NY,"Adams Center CDP, NY",1568,1
36,00276,101,NY,Steuben NY,"Addison village, NY",1763,1
36,00342,017,NY,Chenango NY,"Afton village, NY",822,1
36,00408,087,NY,Rockland NY,"Airmont village, NY",8628,1
36,00441,029,NY,Erie NY,"Akron village, NY",2868,1
36,01000,001,NY,Albany NY,"Albany city, NY",97856,1
36,01011,059,NY,Nassau NY,"Albertson CDP, NY",5182,1
36,01033,073,NY,Orleans NY,"Albion village, NY",6056,1
36,01088,029,NY,Erie NY,"Alden village, NY",2605,1
36,01154,037,NY,Genesee NY,"Alexander village, NY",509,1
36,01187,045,NY,Jefferson NY,"Alexandria Bay village, NY",1078,1
36,01198,003,NY,Allegany NY,"Alfred village, NY",4174,1
36,01286,009,NY,Cattaraugus NY,"Allegany village, NY",1816,1
36,01440,003,NY,Allegany NY,"Almond village, NY",415,0.891
36,01440,101,NY,Steuben NY,"Almond village, NY",51,0.109
36,01517,001,NY,Albany NY,"Altamont village, NY",1720,1
36,01550,075,NY,Oswego NY,"Altmar village, NY",407,1
36,01572,019,NY,Clinton NY,"Altona CDP, NY",730,1
36,01594,103,NY,Suffolk NY,"Amagansett CDP, NY",1165,1
36,01682,027,NY,Dutchess NY,"Amenia CDP, NY",955,1
36,01737,057,NY,Montgomery NY,"Ames village, NY",145,1
36,02044,103,NY,Suffolk NY,"Amityville village, NY",9523,1
36,02066,057,NY,Montgomery NY,"Amsterdam city, NY",18620,1
36,02121,025,NY,Delaware NY,"Andes CDP, NY",252,1
36,02143,003,NY,Allegany NY,"Andover village, NY",1042,1
36,02176,003,NY,Allegany NY,"Angelica village, NY",869,1
36,02198,029,NY,Erie NY,"Angola village, NY",2127,1
36,02220,029,NY,Erie NY,"Angola on the Lake CDP, NY",1675,1
36,02286,045,NY,Jefferson NY,"Antwerp village, NY",686,1
36,02308,107,NY,Tioga NY,"Apalachin CDP, NY",1131,1
36,02374,103,NY,Suffolk NY,"Aquebogue CDP, NY",2438,1
36,02407,121,NY,Wyoming NY,"Arcade village, NY",2071,1
36,02506,119,NY,Westchester NY,"Ardsley village, NY",4452,1
36,02550,115,NY,Washington NY,"Argyle village, NY",306,1
36,02583,101,NY,Steuben NY,"Arkport village, NY",844,1
36,02616,027,NY,Dutchess NY,"Arlington CDP, NY",4061,1
36,02649,119,NY,Westchester NY,"Armonk CDP, NY",4330,1
36,02737,103,NY,Suffolk NY,"Asharoken village, NY",654,1
36,02902,039,NY,Greene NY,"Athens village, NY",1668,1
36,02968,059,NY,Nassau NY,"Atlantic Beach village, NY",1891,1
36,03001,037,NY,Genesee NY,"Attica village, NY",128,0.05
36,03001,121,NY,Wyoming NY,"Attica village, NY",2419,0.95
36,03078,011,NY,Cayuga NY,"Auburn city, NY",27687,1
36,03188,011,NY,Cayuga NY,"Aurora village, NY",724,1
36,03254,019,NY,Clinton NY,"Au Sable Forks CDP, NY",559,1
36,03320,083,NY,Rensselaer NY,"Averill Park CDP, NY",1693,1
36,03331,101,NY,Steuben NY,"Avoca village, NY",946,1
36,03353,051,NY,Livingston NY,"Avon village, NY",3394,1
36,03408,103,NY,Suffolk NY,"Babylon village, NY",12166,1
36,04033,017,NY,Chenango NY,"Bainbridge village, NY",1355,1
36,04055,103,NY,Suffolk NY,"Baiting Hollow CDP, NY",1642,1
36,04143,059,NY,Nassau NY,"Baldwin CDP, NY",24033,1
36,04154,059,NY,Nassau NY,"Baldwin Harbor CDP, NY",8102,1
36,04198,067,NY,Onondaga NY,"Baldwinsville village, NY",7378,1
36,04253,091,NY,Saratoga NY,"Ballston Spa village, NY",5409,1
36,04286,071,NY,Orange NY,"Balmville CDP, NY",3178,1
36,04396,087,NY,Rockland NY,"Bardonia CDP, NY",4108,1
36,04440,063,NY,Niagara NY,"Barker village, NY",533,1
36,04528,065,NY,Oneida NY,"Barneveld village, NY",284,1
36,04550,059,NY,Nassau NY,"Barnum Island CDP, NY",2414,1
36,04715,037,NY,Genesee NY,"Batavia city, NY",15465,1
36,04759,101,NY,Steuben NY,"Bath village, NY",5786,1
36,04803,059,NY,Nassau NY,"Baxter Estates village, NY",999,1
36,04891,059,NY,Nassau NY,"Bay Park CDP, NY",2212,1
36,04913,103,NY,Suffolk NY,"Bayport CDP, NY",8896,1
36,04935,103,NY,Suffolk NY,"Bay Shore CDP, NY",26337,1
36,05034,059,NY,Nassau NY,"Bayville village, NY",6669,1
36,05039,103,NY,Suffolk NY,"Baywood CDP, NY",7350,1
36,05100,027,NY,Dutchess NY,"Beacon city, NY",15541,1
36,05193,071,NY,Orange NY,"Beaver Dam Lake CDP, NY",2242,1
36,05309,119,NY,Westchester NY,"Bedford CDP, NY",1834,1
36,05342,119,NY,Westchester NY,"Bedford Hills CDP, NY",3001,1
36,05562,003,NY,Allegany NY,"Belfast CDP, NY",837,1
36,05639,059,NY,Nassau NY,"Bellerose village, NY",1193,1
36,05661,059,NY,Nassau NY,"Bellerose Terrace CDP, NY",2198,1
36,05672,103,NY,Suffolk NY,"Belle Terre village, NY",792,1
36,05683,045,NY,Jefferson NY,"Belleville CDP, NY",226,1
36,05738,059,NY,Nassau NY,"Bellmore CDP, NY",16218,1
36,05771,103,NY,Suffolk NY,"Bellport village, NY",2084,1
36,05815,003,NY,Allegany NY,"Belmont village, NY",969,1
36,05848,013,NY,Chautauqua NY,"Bemus Point village, NY",364,1
36,06046,037,NY,Genesee NY,"Bergen village, NY",1176,1
36,06387,059,NY,Nassau NY,"Bethpage CDP, NY",16429,1
36,06464,015,NY,Chemung NY,"Big Flats CDP, NY",5277,1
36,06574,029,NY,Erie NY,"Billington Heights CDP, NY",1685,1
36,06607,007,NY,Broome NY,"Binghamton city, NY",47376,1
36,06644,007,NY,Broome NY,"Binghamton University CDP, NY",6177,1
36,06794,045,NY,Jefferson NY,"Black River village, NY",1348,1
36,06849,029,NY,Erie NY,"Blasdell village, NY",2553,1
36,06860,087,NY,Rockland NY,"Blauvelt CDP, NY",5689,1
36,06904,121,NY,Wyoming NY,"Bliss CDP, NY",527,1
36,06937,023,NY,Cortland NY,"Blodgett Mills CDP, NY",303,1
36,06945,069,NY,Ontario NY,"Bloomfield village, NY",1361,1
36,06959,105,NY,Sullivan NY,"Bloomingburg village, NY",420,1
36,07025,025,NY,Delaware NY,"Bloomville CDP, NY",213,1
36,07069,103,NY,Suffolk NY,"Blue Point CDP, NY",4773,1
36,07157,103,NY,Suffolk NY,"Bohemia CDP, NY",10180,1
36,07190,003,NY,Allegany NY,"Bolivar village, NY",1047,1
36,07245,113,NY,Warren NY,"Bolton Landing CDP, NY",513,1
36,07355,065,NY,Oneida NY,"Boonville village, NY",2072,1
36,07960,089,NY,St. Lawrence NY,"Brasher Falls CDP, NY",669,1
36,08004,015,NY,Chemung NY,"Breesport CDP, NY",626,1
36,08026,103,NY,Suffolk NY,"Brentwood CDP, NY",60664,1
36,08059,067,NY,Onondaga NY,"Brewerton CDP, NY",3234,0.803
36,08059,075,NY,Oswego NY,"Brewerton CDP, NY",795,0.197
36,08070,079,NY,Putnam NY,"Brewster village, NY",2390,1
36,08092,079,NY,Putnam NY,"Brewster Hill CDP, NY",2089,1
36,08103,119,NY,Westchester NY,"Briarcliff Manor village, NY",7867,1
36,08136,103,NY,Suffolk NY,"Bridgehampton CDP, NY",1756,1
36,08147,053,NY,Madison NY,"Bridgeport CDP, NY",333,0.223
36,08147,067,NY,Onondaga NY,"Bridgeport CDP, NY",1157,0.777
36,08169,065,NY,Oneida NY,"Bridgewater village, NY",470,1
36,08257,055,NY,Monroe NY,"Brighton CDP, NY",36609,1
36,08323,103,NY,Suffolk NY,"Brightwaters village, NY",3103,1
36,08334,027,NY,Dutchess NY,"Brinckerhoff CDP, NY",2900,1
36,08422,035,NY,Fulton NY,"Broadalbin village, NY",1327,1
36,08466,055,NY,Monroe NY,"Brockport village, NY",8366,1
36,08488,013,NY,Chautauqua NY,"Brocton village, NY",1486,1
36,08532,119,NY,Westchester NY,"Bronxville village, NY",6323,1
36,09000,103,NY,Suffolk NY,"Brookhaven CDP, NY",3451,1
36,10132,059,NY,Nassau NY,"Brookville village, NY",3465,1
36,10231,045,NY,Jefferson NY,"Brownville village, NY",1119,1
36,10286,033,NY,Franklin NY,"Brushton village, NY",474,1
36,10341,119,NY,Westchester NY,"Buchanan village, NY",2230,1
36,11000,029,NY,Erie NY,"Buffalo city, NY",261310,1
36,11132,097,NY,Schuyler NY,"Burdett village, NY",340,1
36,11154,033,NY,Franklin NY,"Burke village, NY",211,1
36,11440,013,NY,Chautauqua NY,"Busti CDP, NY",391,1
